osmid,y,x,street_count,highway,ref,railway,geometry
676787688,39.5660879,2.6541652,3,,,,POINT (2.6541652 39.5660879)
676799795,39.5704846,2.652424,3,,,,POINT (2.652424 39.5704846)
676799798,39.5707152,2.6529404,3,,,,POINT (2.6529404 39.5707152)
676799833,39.5711796,2.6544064,1,,,,POINT (2.6544064 39.5711796)
676809260,39.5713859,2.6465886,1,,,,POINT (2.6465886 39.5713859)
676809262,39.5713346,2.6461007,3,,,,POINT (2.6461007 39.5713346)
676809270,39.5715952,2.6453409,3,,,,POINT (2.6453409 39.5715952)
676809274,39.5712501,2.6452037,3,,,,POINT (2.6452037 39.5712501)
676812200,39.5696953,2.6421407,3,,,,POINT (2.6421407 39.5696953)
676812207,39.5701309,2.6419229,3,,,,POINT (2.6419229 39.5701309)
676812214,39.5702981,2.6419579,3,,,,POINT (2.6419579 39.5702981)
676812227,39.5696889,2.643539,3,,,,POINT (2.643539 39.5696889)
676820880,39.5972409,2.6306711,3,,,,POINT (2.6306711 39.5972409)
676820932,39.599721,2.6304948,3,,,,POINT (2.6304948 39.599721)
676820939,39.6009185,2.6294804,3,,,,POINT (2.6294804 39.6009185)
676820953,39.6020361,2.6257881,3,,,,POINT (2.6257881 39.6020361)
676828663,39.6078773,2.6188613,3,,,,POINT (2.6188613 39.6078773)
676828730,39.6101755,2.6223989,3,,,,POINT (2.6223989 39.6101755)
676828733,39.6092273,2.6211312,3,,,,POINT (2.6211312 39.6092273)
676831055,39.6079725,2.6188257,3,,,,POINT (2.6188257 39.6079725)
676831057,39.606618,2.6117823,1,turning_circle,,,POINT (2.6117823 39.606618)
676831095,39.6032087,2.6173101,3,,,,POINT (2.6173101 39.6032087)
676831098,39.6011978,2.6175027,4,,,,POINT (2.6175027 39.6011978)
676831103,39.5998491,2.6175985,3,,,,POINT (2.6175985 39.5998491)
676831643,39.6035332,2.6172757,3,,,,POINT (2.6172757 39.6035332)
676831654,39.5995356,2.6167272,3,,,,POINT (2.6167272 39.5995356)
676856193,39.5997051,2.6158799,3,,,,POINT (2.6158799 39.5997051)
676856195,39.6017003,2.6136756,3,,,,POINT (2.6136756 39.6017003)
676856196,39.6014657,2.6138082,3,,,,POINT (2.6138082 39.6014657)
676856199,39.6005664,2.6140507,3,mini_roundabout,,,POINT (2.6140507 39.6005664)
676856201,39.5999743,2.6142639,3,,,,POINT (2.6142639 39.5999743)
676856203,39.5998104,2.6141001,3,,,,POINT (2.6141001 39.5998104)
676856204,39.6002068,2.6122713,3,,,,POINT (2.6122713 39.6002068)
676856205,39.6007545,2.6111153,1,turning_circle,,,POINT (2.6111153 39.6007545)
676856218,39.6002532,2.612936,3,,,,POINT (2.612936 39.6002532)
676856220,39.6039426,2.6150646,3,,,,POINT (2.6150646 39.6039426)
676856222,39.6021282,2.6149237,3,,,,POINT (2.6149237 39.6021282)
676856223,39.6020455,2.6146897,3,,,,POINT (2.6146897 39.6020455)
676857676,39.5943718,2.6237273,3,,,,POINT (2.6237273 39.5943718)
676857685,39.5961656,2.6202819,3,,,,POINT (2.6202819 39.5961656)
676857689,39.5982004,2.6187299,3,,,,POINT (2.6187299 39.5982004)
676857694,39.5978636,2.619454,3,,,,POINT (2.619454 39.5978636)
676860744,39.5957917,2.6182427,3,,,,POINT (2.6182427 39.5957917)
676860746,39.596365,2.6181813,3,,,,POINT (2.6181813 39.596365)
676860747,39.5969095,2.6181137,4,,,,POINT (2.6181137 39.5969095)
676860749,39.5981559,2.6179445,3,,,,POINT (2.6179445 39.5981559)
676860760,39.5957079,2.6168323,3,,,,POINT (2.6168323 39.5957079)
676860763,39.5957499,2.6175399,3,,,,POINT (2.6175399 39.5957499)
676860781,39.5949431,2.6176072,3,,,,POINT (2.6176072 39.5949431)
676860800,39.5968311,2.6167221,3,,,,POINT (2.6167221 39.5968311)
676860802,39.594567,2.6171111,3,,,,POINT (2.6171111 39.594567)
676860813,39.5971835,2.6197527,3,,,,POINT (2.6197527 39.5971835)
676866498,39.5960966,2.6290254,3,,,,POINT (2.6290254 39.5960966)
676866521,39.5940331,2.623459,3,,,,POINT (2.623459 39.5940331)
676866528,39.5937133,2.6217288,3,,,,POINT (2.6217288 39.5937133)
676866546,39.5942695,2.6212217,3,,,,POINT (2.6212217 39.5942695)
676866571,39.5944282,2.6185975,4,,,,POINT (2.6185975 39.5944282)
676866687,39.5954322,2.6192635,3,,,,POINT (2.6192635 39.5954322)
676866690,39.5949529,2.6189575,4,,,,POINT (2.6189575 39.5949529)
676866711,39.5939468,2.6182766,4,,,,POINT (2.6182766 39.5939468)
676868867,39.5918198,2.6234633,3,,,,POINT (2.6234633 39.5918198)
676868904,39.5935192,2.6241452,3,,,,POINT (2.6241452 39.5935192)
676868919,39.5921566,2.6228338,3,,,,POINT (2.6228338 39.5921566)
676869614,39.5938842,2.6227151,3,,,,POINT (2.6227151 39.5938842)
676869627,39.5929002,2.6224608,3,,,,POINT (2.6224608 39.5929002)
676869630,39.5932597,2.6228504,4,,,,POINT (2.6228504 39.5932597)
676869639,39.5934839,2.6239895,3,,,,POINT (2.6239895 39.5934839)
676869642,39.5926599,2.6253272,3,,,,POINT (2.6253272 39.5926599)
676870875,39.5930161,2.621436,3,,,,POINT (2.621436 39.5930161)
676870881,39.5927606,2.6209834,3,,,,POINT (2.6209834 39.5927606)
676870886,39.5932794,2.6218492,3,,,,POINT (2.6218492 39.5932794)
676870895,39.5922826,2.6234569,3,,,,POINT (2.6234569 39.5922826)
676873472,39.5927013,2.6237895,1,,,,POINT (2.6237895 39.5927013)
676873480,39.5955563,2.6111297,3,,,,POINT (2.6111297 39.5955563)
676873481,39.5950919,2.6108447,3,,,,POINT (2.6108447 39.5950919)
676873485,39.5949341,2.6122197,4,,,,POINT (2.6122197 39.5949341)
676873486,39.5941252,2.6142343,3,,,,POINT (2.6142343 39.5941252)
676873487,39.5937816,2.6142362,3,,,,POINT (2.6142362 39.5937816)
676873491,39.5945112,2.6146369,4,,,,POINT (2.6146369 39.5945112)
676873501,39.5953564,2.6125671,3,,,,POINT (2.6125671 39.5953564)
676873833,39.5930666,2.6167562,4,,,,POINT (2.6167562 39.5930666)
676873842,39.5958369,2.6129208,3,,,,POINT (2.6129208 39.5958369)
676873857,39.5940034,2.6170393,4,,,,POINT (2.6170393 39.5940034)
676873860,39.5935575,2.6166656,4,,,,POINT (2.6166656 39.5935575)
676874220,39.5944941,2.6161005,3,,,,POINT (2.6161005 39.5944941)
676874235,39.5953844,2.6152181,3,,,,POINT (2.6152181 39.5953844)
676874242,39.5954572,2.6138146,4,,,,POINT (2.6138146 39.5954572)
676874255,39.594983,2.6135004,3,,,,POINT (2.6135004 39.594983)
676874266,39.5958709,2.6140821,3,,,,POINT (2.6140821 39.5958709)
676875144,39.5933697,2.6153667,3,,,,POINT (2.6153667 39.5933697)
676876309,39.5931487,2.6172627,3,,,,POINT (2.6172627 39.5931487)
676876310,39.5934093,2.617796,4,,,,POINT (2.617796 39.5934093)
676876313,39.5936423,2.6173829,4,,,,POINT (2.6173829 39.5936423)
676876315,39.5931578,2.618231,4,,,,POINT (2.618231 39.5931578)
676876324,39.5941376,2.6178143,3,,,,POINT (2.6178143 39.5941376)
676878185,39.5954154,2.6072061,1,turning_circle,,,POINT (2.6072061 39.5954154)
676879803,39.6453259,2.6793974,2,,,,POINT (2.6793974 39.6453259)
676879861,39.6379635,2.6715226,4,,,,POINT (2.6715226 39.6379635)
676879890,39.6390458,2.6665311,3,,,,POINT (2.6665311 39.6390458)
676880156,39.6455155,2.6796605,2,,,,POINT (2.6796605 39.6455155)
676880328,39.6517302,2.6875193,3,,,,POINT (2.6875193 39.6517302)
676883464,39.5854035,2.6176059,3,,,,POINT (2.6176059 39.5854035)
676883480,39.5867995,2.6196207,4,,,,POINT (2.6196207 39.5867995)
676883484,39.5875994,2.6186938,4,,,,POINT (2.6186938 39.5875994)
676883507,39.5863712,2.6189893,4,,,,POINT (2.6189893 39.5863712)
676883510,39.587172,2.6180519,4,,,,POINT (2.6180519 39.587172)
676883536,39.5899357,2.6215356,3,,,,POINT (2.6215356 39.5899357)
676883540,39.5889574,2.6204278,4,,,,POINT (2.6204278 39.5889574)
676883541,39.5880538,2.6193417,4,,,,POINT (2.6193417 39.5880538)
676883570,39.5885428,2.6225096,3,,,,POINT (2.6225096 39.5885428)
676883574,39.5878978,2.6214043,4,,,,POINT (2.6214043 39.5878978)
676883576,39.5873361,2.6204238,4,,,,POINT (2.6204238 39.5873361)
676886905,39.5919097,2.6117762,3,,,,POINT (2.6117762 39.5919097)
676886962,39.5925397,2.6135286,3,,,,POINT (2.6135286 39.5925397)
676886974,39.5920145,2.6136309,3,,,,POINT (2.6136309 39.5920145)
676886983,39.5917346,2.6141319,4,,,,POINT (2.6141319 39.5917346)
676887029,39.5913282,2.6120001,3,,,,POINT (2.6120001 39.5913282)
676887068,39.59089,2.6121396,3,,,,POINT (2.6121396 39.59089)
676888981,39.5920974,2.6151928,3,,,,POINT (2.6151928 39.5920974)
676888987,39.5917077,2.6107377,3,,,,POINT (2.6107377 39.5917077)
676889025,39.590403,2.6109349,3,,,,POINT (2.6109349 39.590403)
676889043,39.5898521,2.6118916,4,,,,POINT (2.6118916 39.5898521)
676889050,39.590766,2.6114101,3,,,,POINT (2.6114101 39.590766)
676889185,39.5911463,2.6140923,1,turning_circle,,,POINT (2.6140923 39.5911463)
676890177,39.5910048,2.6154037,4,,,,POINT (2.6154037 39.5910048)
676890179,39.5905663,2.6161212,4,,,,POINT (2.6161212 39.5905663)
676890184,39.589373,2.6127677,4,,,,POINT (2.6127677 39.589373)
676890189,39.5897243,2.6127512,1,turning_circle,,,POINT (2.6127512 39.5897243)
676890216,39.5903735,2.614829,3,,,,POINT (2.614829 39.5903735)
676890218,39.5900701,2.6151725,4,mini_roundabout,,,POINT (2.6151725 39.5900701)
676890883,39.5879114,2.6172331,3,,,,POINT (2.6172331 39.5879114)
676891997,39.5886509,2.6144095,3,,,,POINT (2.6144095 39.5886509)
676892009,39.5887385,2.6140134,3,,,,POINT (2.6140134 39.5887385)
676892026,39.5897085,2.6155918,3,,,,POINT (2.6155918 39.5897085)
676892384,39.5872654,2.6149617,3,,,,POINT (2.6149617 39.5872654)
676892388,39.5883924,2.61482,1,turning_circle,,,POINT (2.61482 39.5883924)
676892392,39.5886636,2.6166546,4,,,,POINT (2.6166546 39.5886636)
676895273,39.5924953,2.6213823,3,,,,POINT (2.6213823 39.5924953)
676895279,39.5895151,2.6175469,3,,,,POINT (2.6175469 39.5895151)
676895284,39.5882583,2.6174593,3,,,,POINT (2.6174593 39.5882583)
676895285,39.5890357,2.617699,2,,,,POINT (2.617699 39.5890357)
676895286,39.5893387,2.6181101,3,,,,POINT (2.6181101 39.5893387)
676895386,39.5886443,2.6190243,3,,,,POINT (2.6190243 39.5886443)
676895388,39.5896607,2.6177643,3,,,,POINT (2.6177643 39.5896607)
676897001,39.5892757,2.619622,3,,,,POINT (2.619622 39.5892757)
676897002,39.5901856,2.6184309,3,,,,POINT (2.6184309 39.5901856)
676897003,39.5900004,2.6181618,3,,,,POINT (2.6181618 39.5900004)
676897005,39.5908282,2.6171423,1,,,,POINT (2.6171423 39.5908282)
676898632,39.5908858,2.61933,3,,,,POINT (2.61933 39.5908858)
676898634,39.5917319,2.6204159,3,,,,POINT (2.6204159 39.5917319)
676900305,39.5899453,2.6202546,3,,,,POINT (2.6202546 39.5899453)
676900307,39.5905258,2.6207388,3,,,,POINT (2.6207388 39.5905258)
676900312,39.591269,2.6198023,3,,,,POINT (2.6198023 39.591269)
676900313,39.5907829,2.619199,3,,,,POINT (2.619199 39.5907829)
676901275,39.5709576,2.7376981,3,,,,POINT (2.7376981 39.5709576)
676901280,39.5703607,2.7364839,3,,,,POINT (2.7364839 39.5703607)
676901282,39.5711561,2.7375079,3,,,,POINT (2.7375079 39.5711561)
676901285,39.5711882,2.7348641,3,,,,POINT (2.7348641 39.5711882)
676901686,39.5870599,2.6154103,3,,,,POINT (2.6154103 39.5870599)
676901687,39.5868802,2.615838,3,,,,POINT (2.615838 39.5868802)
676902831,39.5871103,2.6166071,1,,,,POINT (2.6166071 39.5871103)
676903712,39.5847029,2.6193215,3,,,,POINT (2.6193215 39.5847029)
677050216,39.6380786,2.6484887,4,mini_roundabout,,,POINT (2.6484887 39.6380786)
677134885,39.5232673,2.7533376,3,,,,POINT (2.7533376 39.5232673)
677134896,39.5234721,2.7531463,3,,,,POINT (2.7531463 39.5234721)
677134928,39.5232463,2.7532892,3,,,,POINT (2.7532892 39.5232463)
677148242,39.5143303,2.7557751,1,,,,POINT (2.7557751 39.5143303)
677148246,39.5131086,2.7550328,3,,,,POINT (2.7550328 39.5131086)
677512156,39.6375887,2.6502834,6,,,,POINT (2.6502834 39.6375887)
677512170,39.6378863,2.6501307,3,,,,POINT (2.6501307 39.6378863)
677512175,39.6362394,2.6507741,3,,,,POINT (2.6507741 39.6362394)
677512178,39.6371317,2.6504637,3,,,,POINT (2.6504637 39.6371317)
679368040,39.5591219,2.8233234,3,,,,POINT (2.8233234 39.5591219)
679368041,39.559671,2.8237225,3,crossing,,,POINT (2.8237225 39.559671)
683186571,39.59771,2.6101494,3,,,,POINT (2.6101494 39.59771)
683186619,39.5992714,2.6160964,3,,,,POINT (2.6160964 39.5992714)
683186624,39.5991298,2.615993,3,,,,POINT (2.615993 39.5991298)
683186628,39.599326,2.6163434,3,,,,POINT (2.6163434 39.599326)
683186634,39.5988606,2.6162228,3,,,,POINT (2.6162228 39.5988606)
683186637,39.5989323,2.6165264,3,,,,POINT (2.6165264 39.5989323)
685464130,39.5859431,2.6334541,4,,,,POINT (2.6334541 39.5859431)
685464140,39.5855781,2.6355557,3,,,,POINT (2.6355557 39.5855781)
685464144,39.5874139,2.6356606,2,,,,POINT (2.6356606 39.5874139)
685514534,39.5787517,2.628226,3,,,,POINT (2.628226 39.5787517)
685724732,39.5823736,2.6305121,3,,,,POINT (2.6305121 39.5823736)
686313519,39.5807955,2.6236305,3,crossing,,,POINT (2.6236305 39.5807955)
686483014,39.5771172,2.631022,3,,,,POINT (2.631022 39.5771172)
686483018,39.5744776,2.6340846,3,,,,POINT (2.6340846 39.5744776)
686483020,39.5763848,2.631766,3,,,,POINT (2.631766 39.5763848)
686483022,39.5756433,2.6337056,3,,,,POINT (2.6337056 39.5756433)
686483024,39.577076,2.6317425,3,,,,POINT (2.6317425 39.577076)
686483025,39.5777438,2.6325749,3,,,,POINT (2.6325749 39.5777438)
688442024,39.5857724,2.6520685,3,,,,POINT (2.6520685 39.5857724)
688442035,39.586943,2.6550283,3,,,,POINT (2.6550283 39.586943)
688442036,39.5869264,2.6558971,3,,,,POINT (2.6558971 39.5869264)
688442037,39.5887698,2.6550764,3,,,,POINT (2.6550764 39.5887698)
688442038,39.5882125,2.6550617,4,,,,POINT (2.6550617 39.5882125)
688442039,39.5881931,2.6559223,3,,,,POINT (2.6559223 39.5881931)
688442040,39.5887465,2.6559435,3,,,,POINT (2.6559435 39.5887465)
688442042,39.586913,2.6565984,3,,,,POINT (2.6565984 39.586913)
688442043,39.5872106,2.6567875,3,,,,POINT (2.6567875 39.5872106)
688442047,39.5887,2.6576796,3,,,,POINT (2.6576796 39.5887)
688442048,39.5878917,2.6571966,3,,,,POINT (2.6571966 39.5878917)
688442059,39.5905665,2.6586195,4,,,,POINT (2.6586195 39.5905665)
688442066,39.5890227,2.6601022,3,,,,POINT (2.6601022 39.5890227)
688442071,39.5901025,2.6595677,4,,,,POINT (2.6595677 39.5901025)
688442072,39.5894776,2.6592022,4,,,,POINT (2.6592022 39.5894776)
690215513,39.5117762,2.7520114,3,,,,POINT (2.7520114 39.5117762)
690215617,39.5113919,2.7525105,3,,,,POINT (2.7525105 39.5113919)
691259812,39.614426,2.6305264,3,,,,POINT (2.6305264 39.614426)
691259813,39.6139836,2.6307241,3,,,,POINT (2.6307241 39.6139836)
691259814,39.6145829,2.6357976,3,,,,POINT (2.6357976 39.6145829)
691259818,39.6169851,2.6273347,3,,,,POINT (2.6273347 39.6169851)
691259819,39.6176787,2.6282769,3,,,,POINT (2.6282769 39.6176787)
691259820,39.6169021,2.6307646,3,,,,POINT (2.6307646 39.6169021)
691259823,39.6171586,2.628731,3,,,,POINT (2.628731 39.6171586)
691259825,39.6174923,2.6354788,3,,,,POINT (2.6354788 39.6174923)
691259830,39.5902527,2.660904,3,,,,POINT (2.660904 39.5902527)
691259832,39.612353,2.6392518,3,,,,POINT (2.6392518 39.612353)
691259836,39.616156,2.6462894,3,,,,POINT (2.6462894 39.616156)
691259865,39.6174886,2.6543557,3,,,,POINT (2.6543557 39.6174886)
691259875,39.6171465,2.6549173,3,,,,POINT (2.6549173 39.6171465)
691259876,39.6171478,2.6546882,3,,,,POINT (2.6546882 39.6171478)
691259878,39.6173329,2.6545714,3,,,,POINT (2.6545714 39.6173329)
691259880,39.6169163,2.6548244,3,,,,POINT (2.6548244 39.6169163)
691259882,39.6174484,2.6549497,3,,,,POINT (2.6549497 39.6174484)
691259883,39.6172956,2.6550395,3,,,,POINT (2.6550395 39.6172956)
691259884,39.6174442,2.6546521,3,,,,POINT (2.6546521 39.6174442)
691344231,39.5875502,2.6559087,3,,,,POINT (2.6559087 39.5875502)
691344232,39.5887559,2.6555943,3,,,,POINT (2.6555943 39.5887559)
691344242,39.586612,2.6626914,1,turning_circle,,,POINT (2.6626914 39.586612)
697514690,39.5726166,2.6725243,3,,,,POINT (2.6725243 39.5726166)
697514699,39.572615,2.6733227,3,,,,POINT (2.6733227 39.572615)
697514702,39.5731715,2.6684349,3,,,,POINT (2.6684349 39.5731715)
697514706,39.5734371,2.6693814,3,,,,POINT (2.6693814 39.5734371)
697514713,39.574332,2.6679131,3,,,,POINT (2.6679131 39.574332)
697514715,39.574589,2.6688551,3,,,,POINT (2.6688551 39.574589)
697514717,39.5748804,2.6695192,3,,,,POINT (2.6695192 39.5748804)
697514720,39.5763673,2.6660069,3,,,,POINT (2.6660069 39.5763673)
697514723,39.5758767,2.6657451,3,,,,POINT (2.6657451 39.5758767)
697514726,39.5762701,2.666641,4,,,,POINT (2.666641 39.5762701)
697514732,39.5774261,2.6649501,3,,,,POINT (2.6649501 39.5774261)
697514737,39.5770375,2.6653339,3,,,,POINT (2.6653339 39.5770375)
697514740,39.5758881,2.6690628,3,,,,POINT (2.6690628 39.5758881)
697514745,39.5768841,2.668051,3,,,,POINT (2.668051 39.5768841)
697514748,39.5785409,2.6653186,3,,,,POINT (2.6653186 39.5785409)
697514750,39.5792465,2.6667441,3,,,,POINT (2.6667441 39.5792465)
697514770,39.5801828,2.6666864,4,,,,POINT (2.6666864 39.5801828)
697514773,39.5809067,2.6695712,3,,,,POINT (2.6695712 39.5809067)
697514775,39.5805025,2.6687879,3,,,,POINT (2.6687879 39.5805025)
697514778,39.580759,2.6691648,3,,,,POINT (2.6691648 39.580759)
697514781,39.5809802,2.6694899,3,,,,POINT (2.6694899 39.5809802)
697514782,39.580467,2.6671188,4,,,,POINT (2.6671188 39.580467)
697514786,39.5807727,2.6675837,1,,,,POINT (2.6675837 39.5807727)
697514789,39.5810233,2.6682129,3,,,,POINT (2.6682129 39.5810233)
697514792,39.5812607,2.6686123,3,,,,POINT (2.6686123 39.5812607)
697514794,39.5820198,2.6677509,3,,,,POINT (2.6677509 39.5820198)
697514798,39.5822587,2.6681087,3,,,,POINT (2.6681087 39.5822587)
697514802,39.5751627,2.6706098,4,,,,POINT (2.6706098 39.5751627)
697514809,39.575381,2.671453,3,,,,POINT (2.671453 39.575381)
697514811,39.5754568,2.672218,3,,,,POINT (2.672218 39.5754568)
697514814,39.576145,2.6700242,3,,,,POINT (2.6700242 39.576145)
697514818,39.576258,2.6709249,4,,,,POINT (2.6709249 39.576258)
697514822,39.576552,2.6715758,3,,,,POINT (2.6715758 39.576552)
697514824,39.5759365,2.6701987,3,,,,POINT (2.6701987 39.5759365)
697514832,39.5770612,2.6716749,1,,,,POINT (2.6716749 39.5770612)
697514835,39.5774529,2.6724032,4,,,,POINT (2.6724032 39.5774529)
697514838,39.577454,2.6713442,1,,,,POINT (2.6713442 39.577454)
697514841,39.5778242,2.6720622,3,,,,POINT (2.6720622 39.5778242)
697514844,39.5777384,2.6721403,3,,,,POINT (2.6721403 39.5777384)
697514847,39.5780985,2.6719359,3,,,,POINT (2.6719359 39.5780985)
697514851,39.5779171,2.6715073,3,,,,POINT (2.6715073 39.5779171)
697514857,39.5777292,2.671095,3,,,,POINT (2.671095 39.5777292)
697514860,39.5762766,2.6724727,4,,,,POINT (2.6724727 39.5762766)
697514863,39.5758197,2.6735598,4,,,,POINT (2.6735598 39.5758197)
697514866,39.5759131,2.6727678,1,,,,POINT (2.6727678 39.5759131)
697514873,39.5766299,2.6743548,1,,,,POINT (2.6743548 39.5766299)
697514892,39.5777622,2.6729508,4,,,,POINT (2.6729508 39.5777622)
697514901,39.5780377,2.6727075,3,,,,POINT (2.6727075 39.5780377)
697514906,39.5779207,2.6732722,3,,,,POINT (2.6732722 39.5779207)
697514908,39.5770104,2.6728033,4,,,,POINT (2.6728033 39.5770104)
697514913,39.577302,2.6733571,4,,,,POINT (2.6733571 39.577302)
697514918,39.5774493,2.6736429,1,,,,POINT (2.6736429 39.5774493)
697514921,39.5772469,2.6725879,3,,,,POINT (2.6725879 39.5772469)
697514924,39.5775341,2.6731522,3,,,,POINT (2.6731522 39.5775341)
697514928,39.5782468,2.6743636,1,turning_circle,,,POINT (2.6743636 39.5782468)
697514932,39.5740454,2.676174,1,,,,POINT (2.676174 39.5740454)
697514948,39.57556,2.6760354,3,,,,POINT (2.6760354 39.57556)
697514952,39.5789942,2.6721114,1,,,,POINT (2.6721114 39.5789942)
697514955,39.5787241,2.6720778,1,,,,POINT (2.6720778 39.5787241)
697514965,39.5807926,2.6702419,3,,,,POINT (2.6702419 39.5807926)
697514968,39.5805749,2.6699253,3,,,,POINT (2.6699253 39.5805749)
697514972,39.5792253,2.6726193,3,,,,POINT (2.6726193 39.5792253)
697514974,39.5784743,2.6727933,3,,,,POINT (2.6727933 39.5784743)
697633080,39.5643146,2.6559192,3,,,,POINT (2.6559192 39.5643146)
697633108,39.564514,2.6559173,3,,,,POINT (2.6559173 39.564514)
697633118,39.5650923,2.6566809,3,,,,POINT (2.6566809 39.5650923)
697633120,39.5660951,2.6565841,3,,,,POINT (2.6565841 39.5660951)
697633153,39.5659339,2.6632507,3,,,,POINT (2.6632507 39.5659339)
697633154,39.5663205,2.6639487,4,,,,POINT (2.6639487 39.5663205)
697633161,39.5667532,2.6635962,3,,,,POINT (2.6635962 39.5667532)
697633169,39.5643098,2.6671315,3,,,,POINT (2.6671315 39.5643098)
697633176,39.564628,2.6664083,3,,,,POINT (2.6664083 39.564628)
697633179,39.564675,2.6673075,1,turning_circle,,,POINT (2.6673075 39.564675)
697633181,39.5677243,2.6696756,3,,,,POINT (2.6696756 39.5677243)
697633183,39.5697745,2.666953,3,,,,POINT (2.666953 39.5697745)
697633184,39.5697122,2.6678498,4,,,,POINT (2.6678498 39.5697122)
697633186,39.569592,2.6696091,3,,,,POINT (2.6696091 39.569592)
697633187,39.5696318,2.6690056,4,,,,POINT (2.6690056 39.5696318)
697633188,39.5707195,2.6690225,3,,,,POINT (2.6690225 39.5707195)
697633190,39.5707327,2.6680077,4,,,,POINT (2.6680077 39.5707327)
697633191,39.570751,2.6671159,3,,,,POINT (2.6671159 39.570751)
697633193,39.5702967,2.6670401,3,,,,POINT (2.6670401 39.5702967)
697633194,39.5702149,2.6695939,3,,,,POINT (2.6695939 39.5702149)
697633196,39.5710545,2.6690045,3,,,,POINT (2.6690045 39.5710545)
697633199,39.562179,2.6703542,3,,,,POINT (2.6703542 39.562179)
697633202,39.5626829,2.6711576,4,,,,POINT (2.6711576 39.5626829)
697633203,39.5629677,2.6714311,3,,,,POINT (2.6714311 39.5629677)
697633212,39.5626093,2.6752537,3,,,,POINT (2.6752537 39.5626093)
697633217,39.5693921,2.6717955,3,,,,POINT (2.6717955 39.5693921)
697633219,39.5695387,2.6703456,2,,,,POINT (2.6703456 39.5695387)
697633220,39.569572,2.6698666,3,,,,POINT (2.6698666 39.569572)
697633222,39.568242,2.6736632,3,,,,POINT (2.6736632 39.568242)
697633224,39.5710385,2.6700841,4,,,,POINT (2.6700841 39.5710385)
697633226,39.5712588,2.6700903,3,,,,POINT (2.6700903 39.5712588)
697633227,39.5701404,2.6719194,3,,,,POINT (2.6719194 39.5701404)
697633234,39.5701549,2.6714807,3,,,,POINT (2.6714807 39.5701549)
697633236,39.5710238,2.6710823,3,,,,POINT (2.6710823 39.5710238)
697633237,39.5710176,2.671498,3,,,,POINT (2.671498 39.5710176)
697633239,39.5712298,2.6715023,3,,,,POINT (2.6715023 39.5712298)
697633240,39.5712316,2.6711709,4,traffic_signals,,,POINT (2.6711709 39.5712316)
697633241,39.5705738,2.6747262,3,,,,POINT (2.6747262 39.5705738)
698800027,39.584908,2.6360812,3,,,,POINT (2.6360812 39.584908)
698800064,39.5881555,2.6364638,3,,,,POINT (2.6364638 39.5881555)
698800151,39.5853663,2.6399162,3,,,,POINT (2.6399162 39.5853663)
698800154,39.5855289,2.6399026,3,,,,POINT (2.6399026 39.5855289)
698800164,39.5857295,2.640404,3,,,,POINT (2.640404 39.5857295)
698800166,39.5857933,2.6406871,3,,,,POINT (2.6406871 39.5857933)
698800386,39.5898464,2.6493169,3,,,,POINT (2.6493169 39.5898464)
698806313,39.617036,2.64996,3,,,,POINT (2.64996 39.617036)
698807418,39.6346665,2.6648975,3,,,,POINT (2.6648975 39.6346665)
698807792,39.6120514,2.681035,3,,,,POINT (2.681035 39.6120514)
698907218,39.5862372,2.628092,3,,,,POINT (2.628092 39.5862372)
698907264,39.5868223,2.6288214,3,crossing,,,POINT (2.6288214 39.5868223)
698907279,39.5874405,2.6303301,3,,,,POINT (2.6303301 39.5874405)
698907292,39.5884511,2.6311485,3,,,,POINT (2.6311485 39.5884511)
698981053,39.5719778,2.6362019,3,,,,POINT (2.6362019 39.5719778)
698981064,39.5695614,2.6380927,1,,,,POINT (2.6380927 39.5695614)
698981068,39.5698345,2.6373164,3,,,,POINT (2.6373164 39.5698345)
698981095,39.5701253,2.636805,3,,,,POINT (2.636805 39.5701253)
699327803,39.5693959,2.6391971,6,,,,POINT (2.6391971 39.5693959)
699812291,39.5715465,2.6245385,3,,,,POINT (2.6245385 39.5715465)
699812294,39.5727554,2.6254093,3,,,,POINT (2.6254093 39.5727554)
699812300,39.5724035,2.6248669,3,,,,POINT (2.6248669 39.5724035)
699812304,39.5721149,2.6261468,3,,,,POINT (2.6261468 39.5721149)
699812307,39.5719555,2.6271847,3,,,,POINT (2.6271847 39.5719555)
699812310,39.5706599,2.6304696,3,,,,POINT (2.6304696 39.5706599)
699812311,39.570276,2.6332889,3,,,,POINT (2.6332889 39.570276)
699812313,39.5700661,2.6329263,4,,,,POINT (2.6329263 39.5700661)
699812316,39.5701312,2.6335727,5,,,,POINT (2.6335727 39.5701312)
699812319,39.5728244,2.6254935,3,,,,POINT (2.6254935 39.5728244)
699812322,39.5746921,2.6266597,1,,,,POINT (2.6266597 39.5746921)
699812346,39.5753288,2.6275844,3,,,,POINT (2.6275844 39.5753288)
699812348,39.5741854,2.6299885,3,,,,POINT (2.6299885 39.5741854)
699812349,39.5755697,2.6289409,3,,,,POINT (2.6289409 39.5755697)
699812350,39.5755025,2.6327817,3,,,,POINT (2.6327817 39.5755025)
699812351,39.5757572,2.6323943,3,,,,POINT (2.6323943 39.5757572)
699836976,39.5726779,2.6144217,1,mini_roundabout,,,POINT (2.6144217 39.5726779)
699836977,39.5721185,2.6134347,1,mini_roundabout,,,POINT (2.6134347 39.5721185)
