osmid,highway,lanes,maxspeed,name,oneway,reversed,length,geometry,junction,width,bridge,tunnel,access,ref
245897312,residential,,30,Rue Gutenberg,True,False,78.51670028781356,"LINESTRING (2.2812144 48.8441381, 2.2811717 48.8440654, 2.2807118 48.8435646, 2.2806782 48.8435277)",,,,,,
1186424553,secondary,3,30,Rue de la Convention,False,True,63.09939148183516,"LINESTRING (2.2812144 48.8441381, 2.2812901 48.844103, 2.2818529 48.8438417, 2.281919 48.843811)",,,,,,
16294156,residential,1,30,Rue Narcisse Diaz,True,False,117.18359465860824,"LINESTRING (2.272448 48.8461517, 2.2722954 48.8461924, 2.2711017 48.8465156, 2.2710628 48.8465351, 2.271006 48.8465869)",,,,,,
"[34849338, 584386818]",primary,4,30,Avenue de Versailles,False,False,169.65974215439059,"LINESTRING (2.272448 48.8461517, 2.2724943 48.8462005, 2.2732365 48.8469359, 2.2733049 48.8470039, 2.2735097 48.8472025, 2.2735431 48.8472352, 2.2737147 48.8474292)",,,,,,
"[584386816, 34849338]",primary,4,30,Avenue de Versailles,False,True,112.63164221790461,"LINESTRING (2.272448 48.8461517, 2.271876 48.8455842, 2.2717504 48.8454595, 2.2717295 48.8454386, 2.2716607 48.8453703, 2.2715954 48.8453084)",,,,,,
6057823,tertiary,2,30,Avenue Duquesne,False,True,31.448184768329554,"LINESTRING (2.3126897 48.8500413, 2.3129954 48.8498425)",,,,,,
22773096,residential,,30,Place du Président-Mithouard,True,False,151.4129958884709,"LINESTRING (2.3126897 48.8500413, 2.3128107 48.8500975, 2.3140437 48.850664, 2.3141691 48.8507214, 2.3143858 48.8508214)",,,,,,
260872873,tertiary,3,30,Avenue Duquesne,False,False,33.08646369431816,"LINESTRING (2.3126897 48.8500413, 2.3125433 48.8501377, 2.312368 48.8502504)",,,,,,
22925198,primary,6,30,Boulevard des Invalides,False,False,33.32288286633447,"LINESTRING (2.3143858 48.8508214, 2.3144625 48.8506758, 2.314539 48.8505392)",,,,,,
22925199,secondary,2,30,Boulevard des Invalides,True,False,78.50248924564106,"LINESTRING (2.3143858 48.8508214, 2.3144489 48.8508846, 2.3144858 48.8511518, 2.3144926 48.8511987, 2.314509 48.851356, 2.3144797 48.8515121)",,,,,,
22925221,primary,5,30,Boulevard des Invalides,False,True,49.99817870738072,"LINESTRING (2.3143858 48.8508214, 2.3142109 48.8511265, 2.314145 48.8512422)",,,,,,
1274969338,tertiary,1,30,Rue de Sèvres,True,False,14.429550109234638,"LINESTRING (2.3267964 48.8514115, 2.3269322 48.8515056)",,,,,,
13771287,secondary,3,30,Rue de Sèvres,False,False,136.66983005390054,"LINESTRING (2.3267964 48.8514115, 2.32663 48.8512664, 2.3263096 48.8511372, 2.3261908 48.8510876, 2.325706 48.8508852, 2.3255151 48.8508029, 2.3252847 48.8507068)",,,,,,
22774495,secondary,2,30,Boulevard Raspail,True,False,77.27673179025211,"LINESTRING (2.3267964 48.8514115, 2.3268372 48.8512322, 2.3269244 48.8509125, 2.326975 48.8507266)",,,,,,
130075305,residential,,30,Avenue de Saint-Mandé,True,False,123.20745495509944,"LINESTRING (2.4076298 48.844626, 2.4061817 48.8447486, 2.4061225 48.8447097, 2.4060289 48.8446412)",,,,,,
22779106,residential,,30,Rue Leroy Dupré,True,False,45.87511119555248,"LINESTRING (2.4016841 48.8429457, 2.4017784 48.8429316, 2.4022335 48.8428636, 2.4022954 48.8428543)",,,,,,
44722738,primary,1,30,Boulevard de Picpus,True,False,161.64523739699675,"LINESTRING (2.4016841 48.8429457, 2.4017105 48.8430157, 2.4019624 48.8437069, 2.4019896 48.8437789, 2.4021777 48.8442864, 2.4022044 48.8443585)",,,,,,
162280817,tertiary,3,30,Avenue du Général Michel Bizot,False,True,37.24545284640095,"LINESTRING (2.4043743 48.8397599, 2.4044722 48.8400886)",,,,,,
22779132,residential,,30,Rue Louis Braille,False,True,136.25705851372885,"LINESTRING (2.4043743 48.8397599, 2.4042623 48.8397575, 2.4040143 48.8397521, 2.4034363 48.8397395, 2.4026374 48.8397221, 2.4025135 48.8397194)",,,,,,
120997892,tertiary,2,30,Avenue du Général Michel Bizot,False,False,234.88036547918736,"LINESTRING (2.4043743 48.8397599, 2.4043407 48.8396383, 2.4041113 48.8388081, 2.4038308 48.8377928, 2.4038122 48.8376805)",,,,,,
22804278,residential,,30,Rue Claude Decaen,True,False,8.525756738248324,"LINESTRING (2.3962364 48.838713, 2.3962977 48.8386478)",,,,,,
"[22779241, 28208667, 1137023508, 100071142]",primary,"['2', '4']",30,Quai Saint-Bernard,False,"[False, True]",339.8101679540431,"LINESTRING (2.3641708 48.844646, 2.3641453 48.8446647, 2.3640181 48.8447577, 2.3639852 48.8447821, 2.3637791 48.844922, 2.3624015 48.8458575, 2.3622451 48.8459641, 2.3616379 48.8463722, 2.3612758 48.8466166, 2.3610114 48.8467998, 2.3609481 48.846846)",,,,,,
100071143,primary,3,30,Quai Saint-Bernard,True,False,77.93270135698184,"LINESTRING (2.3641708 48.844646, 2.3644022 48.8442387, 2.3644298 48.8441886, 2.3645408 48.8439888)",,,,,,
123332692,primary,2,30,Quai Saint-Bernard,True,False,32.66943581558989,"LINESTRING (2.364513 48.8444574, 2.3644069 48.8445194, 2.3641708 48.844646)",,,,,,
22794840,residential,,30,Cité du Rendez-Vous,False,False,66.93258243375945,"LINESTRING (2.4046945 48.8457855, 2.4042283 48.8455574, 2.4040229 48.8454708, 2.4039473 48.8454389)",,,,,,
19231313,residential,,30,Rue du Rendez-Vous,True,False,68.6129908004733,"LINESTRING (2.4039473 48.8454389, 2.4036656 48.8455534, 2.4032266 48.8457266, 2.4031459 48.8457592)",,,,,,
22794840,residential,,30,Cité du Rendez-Vous,False,True,66.93258243375945,"LINESTRING (2.4039473 48.8454389, 2.4040229 48.8454708, 2.4042283 48.8455574, 2.4046945 48.8457855)",,,,,,
623916050,residential,,30,Boulevard de Picpus,False,False,55.356748220892946,"LINESTRING (2.3981762 48.8473554, 2.3983263 48.8473419, 2.3987719 48.847302, 2.398828 48.8472966, 2.3989257 48.8472878)",,,,,,
"[10661602, 22796932]",residential,,30,"['Avenue Secrétan', 'Rue Baste']",True,False,224.72999013898004,"LINESTRING (2.3743956 48.8814832, 2.3743538 48.8814409, 2.3741582 48.8812495, 2.3739625 48.8810581, 2.3739441 48.8810348, 2.373938 48.8810153, 2.3739388 48.8809939, 2.3739471 48.8809712, 2.3739641 48.88095, 2.3739906 48.8809318, 2.3742723 48.880796, 2.3755948 48.8802016, 2.3757009 48.8801511)",,6,,,,
"[1091311153, 197387494]",residential,,30,"['Rue Bouret', 'Rue Édouard Pailleron']",True,False,268.4961436237768,"LINESTRING (2.3743956 48.8814832, 2.3744881 48.8814464, 2.3764785 48.8805482, 2.3765369 48.8805265, 2.3765788 48.880508, 2.3759039 48.8802316, 2.3758268 48.8802, 2.3757009 48.8801511)",,,,,,
733959076,secondary,2,30,Avenue Secrétan,True,False,26.959619135251668,"LINESTRING (2.3700254 48.8823707, 2.3703936 48.8823832)",,,,,,
"[1017995569, 1017995571, 190593493]",primary,3,30,Boulevard de la Villette,True,False,97.50622915380137,"LINESTRING (2.3700254 48.8823707, 2.3700403 48.8822323, 2.3700435 48.8822028, 2.3700442 48.881921, 2.3700486 48.8816451, 2.3700489 48.881625, 2.3700489 48.8816045, 2.3700578 48.8814944)",,,,,,
78054910,residential,,30,Rue Cauchois,False,False,28.213592608935556,"LINESTRING (2.332867 48.8852208, 2.3325493 48.8853648)",,,,,,
22797114,residential,,30,Rue Cauchois,True,False,78.2148365826037,"LINESTRING (2.332867 48.8852208, 2.333667 48.8848341, 2.3337289 48.8848042)",,,,,,
36824344,residential,,30,Rue Robert Planquette,False,True,101.74539295708153,"LINESTRING (2.335272 48.8846735, 2.3347257 48.8848758, 2.3341276 48.8850944, 2.334057 48.8851195)",,,,,,
299688332,primary,5,30,Place d'Italie,True,False,4.502774538171508,"LINESTRING (2.3555587 48.8309934, 2.3556202 48.8309943)",circular,,,,,
61509953,primary,2,30,Avenue d'Italie,True,False,40.10619466761189,"LINESTRING (2.3555587 48.8309934, 2.3557547 48.8308415, 2.3558823 48.8307037)",,,,,,
"[22804244, 22804239]",residential,,30,"['Rue Fernand Foureau', 'Avenue Lamoricière']",True,False,193.01873322067604,"LINESTRING (2.4123984 48.8452384, 2.4124456 48.8453105, 2.4125099 48.8454577, 2.4124596 48.8459698, 2.4124185 48.8460221, 2.4123308 48.8460489, 2.4122753 48.8460536, 2.4113876 48.8461307, 2.411159 48.8461493, 2.4111208 48.8461529, 2.4110268 48.8461743)",,,,,,
162280840,residential,,30,Rue de Picpus,True,False,146.55293595496062,"LINESTRING (2.4038206 48.8350454, 2.4038008 48.835068, 2.4037162 48.835193, 2.4036427 48.8352885, 2.4034829 48.8354941, 2.4034618 48.8355211, 2.4029663 48.8361538, 2.4029174 48.8362214)",,3.7,,,,
22804286,residential,,30,Rue Ernest Lacoste,True,False,91.12082817716173,"LINESTRING (2.4050646 48.8350757, 2.4039002 48.8350447, 2.4038206 48.8350454)",,3.9,,,,
23841946,residential,,30,Rue Marcel Dubois,True,False,129.1894342223723,"LINESTRING (2.4056439 48.8348058, 2.4056902 48.8347718, 2.4057216 48.8347485, 2.4067244 48.8339765, 2.4067915 48.8339231)",,,,,,
700084232,primary,2,50,Boulevard Poniatowski,True,False,93.1003134652556,"LINESTRING (2.4056439 48.8348058, 2.4057285 48.8348548, 2.4057634 48.8348762, 2.4064174 48.8352688, 2.4064509 48.8352888, 2.406596 48.8353603)",,,,,,
879803154,secondary,4,30,Avenue Daumesnil,False,False,31.48173276652987,"LINESTRING (2.4056942 48.835877, 2.4060649 48.8357334)",,,,,,
879803154,secondary,4,30,Avenue Daumesnil,False,True,4.696584119303557,"LINESTRING (2.4056942 48.835877, 2.4056372 48.8358964)",,,,,,
22804287,residential,,30,Villa Jean Godard,True,False,100.3116273159878,"LINESTRING (2.4056942 48.835877, 2.4056058 48.8357643, 2.4050865 48.835103, 2.4050646 48.8350757)",,,,,,
172859126,residential,,30,Rue des Tanneries,True,False,58.36693722281361,"LINESTRING (2.345531 48.8343682, 2.3455541 48.8343157, 2.3457329 48.8339175, 2.3457564 48.8338647)",,,,,,
220405064,residential,,30,Rue Léon-Maurice Nordmann,True,False,46.85166808902723,"LINESTRING (2.345531 48.8343682, 2.3455647 48.8343896, 2.3459123 48.8345953, 2.3460035 48.8346524)",,,,,,
"[1317015372, 1317015373]",residential,,30,Rue du Champ de l'Alouette,True,False,34.62501314889559,"LINESTRING (2.3463685 48.8324986, 2.3464679 48.832539, 2.346771 48.8326622)",,,,,,
172859126,residential,,30,Rue des Tanneries,True,False,158.37288308415256,"LINESTRING (2.3457564 48.8338647, 2.3457986 48.8337707, 2.3459734 48.8333802, 2.3463402 48.8325611, 2.3463685 48.8324986)",,,,,,
172857783,residential,,30,Rue Corvisart,False,False,21.745206171410217,"LINESTRING (2.3469587 48.8327385, 2.3469233 48.83281, 2.3468679 48.8329247)",,,,,,
"[172857784, 253867542]",residential,,30,"['Rue Vulpian', 'Rue Corvisart']",True,False,26.00698389681283,"LINESTRING (2.3469587 48.8327385, 2.3470116 48.8326394, 2.3469415 48.8326022, 2.34686 48.8325579)",,,,,,
1317007368,residential,,30,Rue des Cordelières,True,False,18.65601612966127,"LINESTRING (2.3469587 48.8327385, 2.3470652 48.8327715, 2.3471826 48.8328182)",,,,,,
220405064,residential,,30,Rue Léon-Maurice Nordmann,True,False,44.83198582478592,"LINESTRING (2.3460035 48.8346524, 2.3461581 48.8348904, 2.3462433 48.8350234)",,,,,,
22820300,tertiary,3,30,Rue Jussieu,False,True,25.510078626192193,"LINESTRING (2.3530943 48.8473783, 2.3532729 48.8473412, 2.3534109 48.8472862)",,,,,,
41467248,tertiary,4,30,Rue Jussieu,False,False,30.612196763557236,"LINESTRING (2.3530943 48.8473783, 2.3528331 48.8474144, 2.3527062 48.8474688)",,,,,,
690374689,tertiary,3,30,Rue des Fossés Saint-Bernard,False,True,32.65114837306197,"LINESTRING (2.3530943 48.8473783, 2.3532185 48.8474557, 2.3534183 48.8475802)",,,,,,
83120624,secondary,3,30,Boulevard Arago,False,True,14.074147650041063,"LINESTRING (2.3495518 48.8360543, 2.3497241 48.8361105)",,,,,,
172857780,residential,,30,Rue Berbier-du-Mets,True,False,37.05149342699844,"LINESTRING (2.3495518 48.8360543, 2.3495984 48.8360095, 2.349639 48.8359696, 2.3498381 48.8357795)",,,,,,
"[299741410, 1317008454]",secondary,3,30,Boulevard Arago,False,False,79.803447195689,"LINESTRING (2.3495518 48.8360543, 2.3494638 48.836026, 2.3489349 48.8358553, 2.3488681 48.8358337, 2.3485695 48.8357429)",,,,,,
10665137,residential,,30,Rue Bellart,False,True,25.701033258394315,"LINESTRING (2.3086408 48.8463373, 2.3086873 48.8465664)",,,,,,
22711144,secondary,2,30,Avenue de Suffren,False,False,16.5927254208976,"LINESTRING (2.3086408 48.8463373, 2.3084706 48.8464359)",,,,,,
934218599,residential,,30,Rue Bellart,False,False,37.10223189900019,"LINESTRING (2.3086408 48.8463373, 2.3086194 48.8462321, 2.3085732 48.8461324, 2.3085642 48.8460557, 2.3085582 48.8460095)",,,,,,
555481956,residential,,30,,False,True,28.837864635647,"LINESTRING (2.3086051 48.845752, 2.3085893 48.8458351, 2.3085582 48.8460095)",,,,,,
"[682471315, 484620588, 484620589, 484620583]",secondary,"['2', '1']",30,Boulevard Garibaldi,True,False,178.31406447573266,"LINESTRING (2.3086051 48.845752, 2.3088062 48.8456957, 2.309604 48.8454724, 2.3096883 48.8454493, 2.3104107 48.8452459, 2.310472 48.8452178, 2.3105211 48.8451866, 2.3105515 48.8451603, 2.310561 48.8451521, 2.3105733 48.845139, 2.310589 48.8451204, 2.3106217 48.8450803, 2.3106883 48.8449989)",,,,,,
10665127,residential,,30,Rue Bouchut,False,True,45.22129365225704,"LINESTRING (2.3099783 48.84695, 2.3099527 48.8469973, 2.3098111 48.8472603, 2.3097705 48.847333)",,,,,,
1012544428,unclassified,,30,Place Georges Mulot,True,False,11.535478672671697,"LINESTRING (2.3099783 48.84695, 2.3099442 48.8469367, 2.3099232 48.846921, 2.3099075 48.846897, 2.3099063 48.8468664)",circular,,,,,
22874652,residential,,30,Rue Bouchut,False,False,42.712239522312665,"LINESTRING (2.3100594 48.8468096, 2.3100769 48.8467779, 2.3102285 48.8465065, 2.3102588 48.8464486)",,,,,,
"[1012544427, 1012544430]",unclassified,,30,Place Georges Mulot,True,False,13.781429692318326,"LINESTRING (2.3100594 48.8468096, 2.3100934 48.846823, 2.3101257 48.8468537, 2.3101328 48.8468793, 2.3101231 48.8469132)",circular,,,,,
10665149,residential,,30,Rue Valentin Haüy,False,True,95.23362495850849,"LINESTRING (2.3099063 48.8468664, 2.3098579 48.8468545, 2.3087884 48.8465913, 2.3086873 48.8465664)",,,,,,
22874673,unclassified,,30,Place Georges Mulot,True,False,14.60246349217815,"LINESTRING (2.3099063 48.8468664, 2.30992 48.8468419, 2.3099456 48.846822, 2.3099721 48.8468111, 2.3100106 48.8468048, 2.3100594 48.8468096)",circular,,,,,
1012544429,unclassified,,30,Place Georges Mulot,True,False,12.312298843955077,"LINESTRING (2.3101231 48.8469132, 2.310093 48.8469368, 2.3100678 48.8469476, 2.3100296 48.8469545, 2.3099783 48.84695)",circular,,,,,
"[1012555077, 22874654]",residential,,30,Rue Valentin Haüy,False,True,78.78315845915903,"LINESTRING (2.3101231 48.8469132, 2.3101783 48.8469275, 2.3108081 48.8470864, 2.31095 48.847119, 2.3111318 48.8471607)",,,,,,
22874700,residential,,30,Villa de Ségur,False,False,114.83901209956744,"LINESTRING (2.3091109 48.8508231, 2.3092615 48.8507517, 2.3093223 48.8507249, 2.3100859 48.8503879, 2.3099615 48.8501438)",,,,,,
330440863,tertiary,4,30,Avenue de Ségur,False,False,67.15983937084654,"LINESTRING (2.3091109 48.8508231, 2.309415 48.8511246, 2.309429 48.8511379, 2.3094519 48.8511597, 2.3094713 48.8511789, 2.3096199 48.8513257)",,,,,,
330440863,tertiary,4,30,Avenue de Ségur,False,True,142.7512796691414,"LINESTRING (2.3091109 48.8508231, 2.308439 48.8501596, 2.3081022 48.8498169, 2.3080781 48.849793, 2.3080521 48.8497677, 2.3080357 48.8497519)",,,,,,
22874700,residential,,30,Villa de Ségur,False,True,114.83901209956743,"LINESTRING (2.3099615 48.8501438, 2.3100859 48.8503879, 2.3093223 48.8507249, 2.3092615 48.8507517, 2.3091109 48.8508231)",,,,,,
72224015,residential,,30,Rue Blainville,True,False,87.79191798229479,"LINESTRING (2.3492536 48.8445074, 2.3491847 48.8445044, 2.3486507 48.8444833, 2.3484416 48.8444617, 2.3481559 48.8444324, 2.3480618 48.8444244)",,,,,,
"[1018732344, 456259120]",residential,,30,"['Rue Mouffetard', 'Place de la Contrescarpe']",True,False,36.36987805601824,"LINESTRING (2.3492536 48.8445074, 2.3492712 48.8444046, 2.3493211 48.8443805, 2.3493566 48.8443678, 2.3493953 48.8443609, 2.3494352 48.8443601, 2.3494741 48.8443652, 2.3495101 48.8443759, 2.3495413 48.8443916, 2.3495662 48.8444114)",circular,,,,,
268408781,primary,2,50,Boulevard Soult,True,False,195.7690044724069,"LINESTRING (2.4084566 48.8389206, 2.4084192 48.8387939, 2.4083652 48.8385447, 2.4081589 48.8379156, 2.4079846 48.837378, 2.40795 48.8372887, 2.4079392 48.8372587, 2.4079169 48.8371969)",,,,,,
"[276801940, 516982828]",residential,,30,Rue Rottembourg,True,False,247.16235485116988,"LINESTRING (2.4084566 48.8389206, 2.4083139 48.8388925, 2.4068223 48.838484, 2.4054545 48.8381164, 2.4053275 48.8380859)",,,,,,
798876258,tertiary,2,30,Avenue du Docteur Arnold Netter,False,True,25.04639186813411,"LINESTRING (2.4048219 48.8413509, 2.4048824 48.8415726)",,,,,,
798876258,tertiary,2,30,Avenue du Docteur Arnold Netter,False,False,51.94462479566432,"LINESTRING (2.4048219 48.8413509, 2.4047198 48.8409776, 2.4046965 48.8408911)",,,,,,
22882395,residential,,30,Rue de Rambervillers,False,True,99.930518413362,"LINESTRING (2.4058685 48.8413155, 2.4065887 48.8413547, 2.4069849 48.8413763, 2.4070466 48.8413699, 2.407107 48.8413575, 2.4071354 48.8413372, 2.4071488 48.8413189, 2.4071592 48.8412889)",,12,,,,
41975497,residential,,30,Rue de Rambervillers,True,False,76.69493461955327,"LINESTRING (2.4058685 48.8413155, 2.4052284 48.8413376, 2.4049324 48.8413464, 2.4048219 48.8413509)",,,,,,
162280845,residential,,30,Rue du Sahel,True,False,119.47446535319231,"LINESTRING (2.4073794 48.8406684, 2.4075367 48.8406552, 2.4077553 48.8406448, 2.4080196 48.8406547, 2.4081248 48.8406557, 2.4088306 48.8406626, 2.408877 48.8406624, 2.4090095 48.8406596)",,,,,,
1243817377,residential,,30,Rue de Rambervillers,False,True,52.95389337599336,"LINESTRING (2.4073794 48.8406684, 2.4073588 48.8407304, 2.4072253 48.8411337)",,,,,,
548078040,secondary,3,30,Boulevard Arago,False,True,20.64526254051098,"LINESTRING (2.3483188 48.8356578, 2.3485695 48.8357429)",,,,,,
6022630,residential,,30,Rue Pascal,True,False,27.528397806028067,"LINESTRING (2.3483188 48.8356578, 2.348288 48.8355919, 2.3482584 48.8355271, 2.3482081 48.8354212)",,,,,,
294799032,secondary,3,30,Boulevard Arago,False,False,22.875202116690254,"LINESTRING (2.3483188 48.8356578, 2.3481673 48.8356122, 2.3480346 48.8355722)",,,,,,
171948840,living_street,,20,Rue des Cinq Diamants,True,False,155.95346714584022,"LINESTRING (2.3494542 48.8277247, 2.3495211 48.8277795, 2.3498197 48.8280299, 2.3498606 48.8280658, 2.3507212 48.8287862, 2.3507716 48.8288269)",,,,,,
174592129,living_street,,20,Rue Alphand,True,False,169.7443561988175,"LINESTRING (2.3494542 48.8277247, 2.3494165 48.8277452, 2.3493635 48.8277756, 2.349011 48.8279778, 2.3486811 48.8281299, 2.3485423 48.8281939, 2.3484422 48.8282409, 2.3476538 48.8286065, 2.3475936 48.8286332)",,,,,,
58073260,residential,1,30,Rue de Pouy,True,False,27.303724659340663,"LINESTRING (2.3512488 48.8266709, 2.3512003 48.8267503, 2.3511111 48.8268991)",,6.5,,,,
85735933,tertiary,2,30,Rue Bobillot,False,False,29.33712995861552,"LINESTRING (2.3512488 48.8266709, 2.351364 48.8267852, 2.3514725 48.8268898)",,,,,,
85735933,tertiary,2,30,Rue Bobillot,False,True,114.79385105747428,"LINESTRING (2.3512488 48.8266709, 2.350632 48.826063, 2.3504827 48.8259154, 2.3503781 48.8258123)",,,,,,
171948839,residential,1,30,Rue Martin Bernard,True,False,83.58838409012185,"LINESTRING (2.3511111 48.8268991, 2.3510355 48.8268721, 2.3507822 48.826778, 2.3501273 48.8265177)",,,,,,
231305810,living_street,,20,Rue de Pouy,True,False,107.79289398123706,"LINESTRING (2.3511111 48.8268991, 2.351084 48.8269503, 2.3508953 48.8273312, 2.3506737 48.8277785, 2.3506517 48.8278201)",,7.2,,,,
150126332,living_street,,20,Rue Jonas,False,True,31.472941666697828,"LINESTRING (2.3507716 48.8288269, 2.3507286 48.8288402, 2.3503827 48.8289476)",,,,,,
171948833,living_street,,20,Rue Jonas,True,False,37.31784490157918,"LINESTRING (2.3507716 48.8288269, 2.3508139 48.8288132, 2.3511873 48.8286915, 2.3512284 48.8286779)",,,,,,
171948840,living_street,,20,Rue des Cinq Diamants,True,False,207.4613484752924,"LINESTRING (2.3507716 48.8288269, 2.3508452 48.8288847, 2.3514877 48.8293922, 2.3522044 48.8299476, 2.3525058 48.8301765, 2.3525069 48.8302002, 2.3524882 48.8302269, 2.3524611 48.8302681)",,,,,,
13289710,primary,2,30,Boulevard de la Villette,True,False,84.40339814498469,"LINESTRING (2.3704177 48.8807311, 2.3704182 48.8807493, 2.3704124 48.8813955, 2.3704203 48.88149)",,,,,,
21805202,residential,,30,Rue de Meaux,True,False,72.0549783750645,"LINESTRING (2.3728116 48.8806736, 2.3728426 48.8807482, 2.3728694 48.880807, 2.373148 48.8811785, 2.3731956 48.8812266, 2.3732318 48.8812558)",,,,,,
85147123,tertiary,,30,Rue Manin,False,False,90.10295031003864,"LINESTRING (2.3810614 48.8816864, 2.381712 48.8821275, 2.3819455 48.882249)",,,,,,
85147123,tertiary,,30,Rue Manin,False,True,39.44747688549542,"LINESTRING (2.3810614 48.8816864, 2.3810347 48.8816661, 2.3810048 48.8816433, 2.3809187 48.8815729, 2.3807175 48.8814131)",,,,,,
173204468,residential,,30,Rue Cavendish,True,False,114.56887904523991,"LINESTRING (2.3810614 48.8816864, 2.3809954 48.8817701, 2.3803916 48.8824964, 2.380309 48.8825901)",,,,,,
657334102,primary,,30,Place de la Bataille de Stalingrad,True,False,9.675907538279755,"LINESTRING (2.3703062 48.8827424, 2.3702278 48.8828125)",,,,,,
"[362457713, 657337262, 1293363454]",primary,1,30,Avenue Jean Jaurès,True,False,92.87294541707143,"LINESTRING (2.3703062 48.8827424, 2.3704374 48.882801, 2.3704627 48.8828099, 2.3705252 48.8828278, 2.3707201 48.8828755, 2.3709341 48.8829322, 2.3709701 48.8829412, 2.3713449 48.8830333, 2.3714466 48.883094)",,,,,,
51337104,primary,2,30,Boulevard de la Villette,True,False,340.6578299159474,"LINESTRING (2.3700578 48.8814944, 2.3700693 48.8813898, 2.3700748 48.8807388, 2.3700807 48.8803385, 2.3701067 48.8785494, 2.3701177 48.8784314)",,,,,,
98900893,tertiary,2,30,Quai de Jemmapes,True,False,26.5119506639453,"LINESTRING (2.3700578 48.8814944, 2.3702991 48.8814915, 2.3704203 48.88149)",,,,,,
10661337,residential,1,30,Quai de la Seine,True,False,38.94790830665699,"LINESTRING (2.3788972 48.88883, 2.378782 48.8887765, 2.378472 48.8886191)",,,,,,
"[282543200, 216508851]",tertiary,2,30,Rue de Crimée,True,False,25.659993541204408,"LINESTRING (2.3788972 48.88883, 2.3789268 48.8888066, 2.3789763 48.8887673, 2.3791114 48.8886473)",,,,,,
19435006,residential,,30,Rue de l'Ourcq,False,True,293.1393618154735,"LINESTRING (2.3791234 48.892308, 2.3792278 48.8922695, 2.379563 48.8920931, 2.3820212 48.8907871, 2.3821654 48.8906924, 2.3822275 48.890644)",,,,,,
25474773,primary,2,30,Avenue de Flandre,True,False,107.161112184846,"LINESTRING (2.3791234 48.892308, 2.3792802 48.8924287, 2.3795496 48.8926376, 2.3799515 48.8929492, 2.380072 48.8930427)",,,,,,
156620490,residential,,30,Rue de l'Ourcq,False,False,21.062319729368525,"LINESTRING (2.3791234 48.892308, 2.3790698 48.8923365, 2.3789449 48.892403, 2.3788995 48.8924272)",,,,,,
"[10657586, 13989579, 44012566]",residential,,30,Rue de l'Aqueduc,True,False,142.034357303119,"LINESTRING (2.3618773 48.8814274, 2.3617717 48.8813792, 2.3617374 48.8813647, 2.3606055 48.8808265, 2.3605094 48.8807807, 2.3603484 48.880707, 2.3602953 48.8806867)",,,yes,,,
286483290,tertiary,1,30,Rue Philippe de Girard,True,False,93.8649817996443,"LINESTRING (2.3618773 48.8814274, 2.3618839 48.8813505, 2.3619941 48.8806934, 2.3619966 48.8806531, 2.3620077 48.8805878)",,,,,,
30146303,unclassified,,30,Rue Édouard Lartet,False,False,8.831883408520364,"LINESTRING (2.4138833 48.8397727, 2.4140004 48.8397535)",,,,,,
30145790,tertiary,2,30,Boulevard de la Guyane,False,True,383.5192223358454,"LINESTRING (2.4138833 48.8397727, 2.4139055 48.8398546, 2.4139136 48.8398845, 2.4139427 48.8399917, 2.4140466 48.8406245, 2.4141526 48.8412899, 2.4143289 48.8422191, 2.414345 48.8422834, 2.4143776 48.8424758, 2.4144509 48.842862, 2.4144683 48.8429537, 2.4145143 48.8431961)",,,,,,
43837827,tertiary,2,30,Boulevard de la Guyane,False,True,169.86711394062405,"LINESTRING (2.4138833 48.8397727, 2.4138321 48.8395898, 2.4134672 48.8382698)",,,,,,
"[1337713091, 29402350, 29402351]","['residential', 'unclassified']",,30,Rue Édouard Lartet,False,"[False, True]",238.11937790931157,"LINESTRING (2.4138833 48.8397727, 2.4138048 48.8397841, 2.4137541 48.8397913, 2.4131365 48.8398744, 2.4130728 48.8398628, 2.4130142 48.8398415, 2.4129566 48.8397836, 2.4128696 48.8394766, 2.4125555 48.838412, 2.4125009 48.8383339)",,,,,,
150364506,secondary,,30,Boulevard Romain Rolland,True,False,192.60811627378067,"LINESTRING (2.3268051 48.8195379, 2.3292883 48.818966)",,,,,,
22925181,secondary,2,30,Boulevard des Invalides,True,False,39.9941833719153,"LINESTRING (2.3144797 48.8515121, 2.3144272 48.8514222, 2.3144064 48.8513935, 2.3143622 48.8513542, 2.3143361 48.8513364, 2.314291 48.8513052, 2.314145 48.8512422)",,,,,,
331194110,secondary,4,30,Boulevard des Invalides,False,True,33.849795982003556,"LINESTRING (2.3144797 48.8515121, 2.3145111 48.8517293, 2.3145185 48.8518154)",,,,,,
22926116,residential,,30,Rue Deguerry,True,False,118.75815807107693,"LINESTRING (2.3729074 48.8685383, 2.3730164 48.8685689, 2.373181 48.8686237, 2.3741238 48.869049, 2.3741817 48.8690752, 2.3742146 48.869091, 2.3742691 48.869116)",,,,,,
23680130,residential,,30,Rue du Chevet,False,False,43.97218852364929,"LINESTRING (2.3729074 48.8685383, 2.372868 48.8685773, 2.3726379 48.8688132, 2.3725827 48.8688711)",,,,,,
50733107,residential,,30,Rue Saint-Maur,True,False,45.791280116164046,"LINESTRING (2.3742691 48.869116, 2.3739869 48.8694008, 2.3739261 48.8694605)",,,,,,
22926118,residential,,30,Rue des Trois Bornes,True,False,186.24961620594053,"LINESTRING (2.3756268 48.8676223, 2.3755541 48.8675981, 2.3734816 48.8669171, 2.3733491 48.8668735)",,,,,,
