osmid,highway,lanes,maxspeed,name,oneway,reversed,length,geometry,access,junction,ref,width,est_width,tunnel,bridge,service
4743368,residential,,30,Carrer del Marquès de Barberà,True,False,68.514541910057,"LINESTRING (2.1711983 41.3773903, 2.1712568 41.3774462, 2.1716716 41.3778463, 2.1716805 41.3778548, 2.1717029 41.3778764)",,,,,,,,
10851867,tertiary,,30,Carrer de Sant Oleguer,False,False,75.69387636509852,"LINESTRING (2.1711983 41.3773903, 2.1716091 41.3771863, 2.1719556 41.3770155)",,,,,,,,
10851867,tertiary,,30,Carrer de Sant Oleguer,False,True,70.82655386337504,"LINESTRING (2.1711983 41.3773903, 2.1711494 41.3774141, 2.170565 41.3776978, 2.1704856 41.3777363)",,,,,,,,
920602947,residential,1,30,La Rambla,True,False,12.535175356432514,"LINESTRING (2.1740277 41.3801128, 2.1739918 41.3801547, 2.1739464 41.3802076)",,,,,,,,
295215798,tertiary,,30,Carrer Nou de la Rambla,True,False,171.60314014655046,"LINESTRING (2.1746078 41.3794242, 2.1745674 41.3793851, 2.1741388 41.3789709, 2.1740715 41.3789034, 2.1738517 41.3786827, 2.1738151 41.3786459, 2.1738129 41.3786439, 2.1733759 41.3782343, 2.1733456 41.3782059)",,,,,,,,
920602947,residential,1,30,La Rambla,True,False,21.38116951713396,"LINESTRING (2.1746078 41.3794242, 2.1745595 41.3794815, 2.1744708 41.3795867)",,,,,,,,
352987332,living_street,,,Carrer de Ferlandina,True,False,23.336691644982295,"LINESTRING (2.1638237 41.3816095, 2.1636577 41.3816982, 2.1635821 41.381693)",,,,,,,,
922816016,living_street,,20,Carrer Nou de Dulce,False,False,38.64009279197558,"LINESTRING (2.1638237 41.3816095, 2.1638798 41.3813452, 2.1638867 41.3812817, 2.1638885 41.3812656)",,,,,,,,
4743393,residential,,,Carrer de Sant Erasme,False,False,88.01527481056448,"LINESTRING (2.1638885 41.3812656, 2.1639298 41.3812692, 2.1648564 41.3813505, 2.1649365 41.381356)",,,,,,,,
11299615,residential,,,Carrer Nou de Dulce,False,False,52.972691574737226,"LINESTRING (2.1638885 41.3812656, 2.1638939 41.381231, 2.163959 41.3808112, 2.1639619 41.3807924)",,,,,,,,
922816016,living_street,,20,Carrer Nou de Dulce,False,True,38.64009279197558,"LINESTRING (2.1638885 41.3812656, 2.1638867 41.3812817, 2.1638798 41.3813452, 2.1638237 41.3816095)",,,,,,,,
4743386,residential,,10,Carrer de Sant Gil,False,False,109.29199452781135,"LINESTRING (2.1639619 41.3807924, 2.1639793 41.3807935, 2.1651974 41.3808763, 2.1652665 41.380881)",,,,,,,,
4743386,residential,,10,Carrer de Sant Gil,False,True,41.30927145277215,"LINESTRING (2.1639619 41.3807924, 2.1639416 41.380791, 2.1634688 41.3807589)",,,,,,,,
11299615,residential,,,Carrer Nou de Dulce,False,False,46.21088281524879,"LINESTRING (2.1639619 41.3807924, 2.1639646 41.3807746, 2.1640209 41.3804117, 2.1640259 41.3803796)",,,,,,,,
